Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1887	9	30	15	44.288	11.881	0	4.12	0.40	1
1887	10	1	3	44.575	7.319	0	3.93	0.46	0
1887	11	14	5	43.749	11.219	0	4.47	0.11	1
1887	12	3	3	39.564	16.221	0	5.55	0.12	1
1888	2	25	17	38.806	15.235	0	5.10	0.46	1
1888	7	8	20	42.556	13.665	0	4.46	0.35	1
1888	9	18	2	46.08	14.53	0	4.16	0.46	0
1888	9	26	3	37.796	14.205	0	4.63	0.46	1
1889	1	10	19	38.947	16.509	0	4.16	0.46	0
1889	1	27	21	46.25	14.6	0	4.63	0.46	1
1889	3	8	2	44.355	11.314	0	4.53	0.24	1
1889	4	6	14	42.293	12.692	0	4.30	0.46	0
1889	5	29	8	38.029	15.956	0	4.36	0.35	0
1889	6	25	1	46.398	13.019	0	4.40	0.46	1
1889	6	29	0	41.511	13.799	0	4.37	0.63	1
1889	7	21	12	42.572	11.783	0	4.40	0.46	1
1889	8	9	21	46	14.05	0	4.40	0.46	1
1889	8	26	5	41.783	14.108	0	4.20	0.43	0
1889	10	5	13	38.484	15.953	0	4.53	0.31	0
1889	10	13	10	46.398	13.019	0	4.40	0.23	1
1889	11	28	19	42.814	13.404	0	4.19	0.44	0
1889	11	29	3	41.672	12.856	0	4.16	0.46	0
1889	12	8	0	41.83	15.688	0	5.47	0.12	1
1889	12	12	0	43.898	11.643	0	4.16	0.46	0
1889	12	25	17	37.646	15.158	0	4.03	0.36	0
1890	2	15	2	43.589	11.169	0	4.52	0.35	1
1890	3	26	20	46.214	12.385	0	4.82	0.31	1
1890	5	4	12	43.542	11.172	0	4.16	0.46	0
1890	5	25	0	36.777	11.994	0	4.69	0.54	0
1891	1	20	3	46.3	7.25	0	3.90	1.00	0
1891	1	26	3	38.806	15.235	0	4.16	0.46	0
1891	4	24	6	43.903	10.69	0	3.93	0.46	0
1891	5	9	0	41.804	13.486	0	4.42	0.25	1
1891	5	28	6	44.714	8.669	0	4.13	0.39	0
1891	6	7	1	45.564	11.165	0	5.87	0.10	1
1891	6	15	0	45.43	10.767	0	4.69	0.22	1
1891	6	27	12	38.556	14.844	0	4.16	0.46	0
1891	7	14	5	42.843	12.747	0	4.16	0.46	0
1891	8	1	13	44.353	11.896	0	4.36	0.32	1
1891	10	1	17	41.489	13.822	0	4.40	0.46	1
1891	10	13	0	46.81	10.35	0	3.20	1.00	0
1891	10	17	19	36.822	11.955	0	4.40	0.46	0
1891	12	8	0	43.391	12.147	0	4.34	0.33	1
1891	12	20	16	46.204	8.297	0	3.96	0.38	0
1891	12	22	0	46.139	9.829	0	4.41	0.53	1
1892	1	5	0	45.592	10.471	0	4.96	0.14	1
1892	1	11	1	46.148	12.321	0	4.02	0.44	0
1892	1	21	20	42.231	13.11	0	4.40	0.33	1
1892	1	22	0	41.725	12.712	0	5.14	0.16	1
1892	1	22	23	37.189	14.778	0	4.41	0.27	1
1892	3	5	0	45.569	7.797	0	4.98	0.12	1
1892	3	16	12	38.552	14.605	0	5.24	0.45	1
1892	4	20	0	41.762	16.097	0	5.02	0.27	1
1892	5	8	0	43.825	7.729	0	4.04	0.32	0
1892	5	17	3	44.377	10.508	0	4.28	0.56	0
1892	6	6	0	42.12	15.503	0	4.88	0.17	0
1892	6	23	23	46.267	12.515	0	4.58	0.12	1
1892	6	24	2	46.121	12.358	0	3.93	0.46	0
1892	7	8	18	37.673	14.997	0	4.03	0.36	0
1892	7	9	13	37.666	15.077	0	3.19	0.31	0
1892	8	7	21	38.806	15.235	0	4.16	0.46	0
1892	8	9	7	45.566	11.204	0	4.91	0.10	1
1892	9	5	20	37.619	15.124	0	3.19	0.31	0
1892	9	23	14	37.62	14.954	0	3.19	0.31	0
1892	11	16	2	40.916	12.912	0	4.40	0.46	1
1892	11	21	0	43.48	12.273	0	4.25	0.22	0
1892	11	27	0	44.275	7.49	0	4.38	0.35	1
1892	12	29	13	44.127	11.502	0	4.37	0.32	1
1892	12	29	20	44.094	11.581	0	3.93	0.46	0
1893	1	2	7	44.293	7.348	0	4.57	0.30	1
1893	1	25	0	40.513	15.36	0	5.15	0.10	1
1893	1	29	1	38.806	15.235	0	4.16	0.46	0
1893	3	12	0	41.722	12.69	0	3.78	0.43	0
1893	3	31	0	37.614	15.026	0	3.47	0.33	0
1893	4	1	7	37.685	15.056	0	3.47	0.33	0
1893	4	22	3	38.001	15.028	0	4.83	0.23	1
1893	5	11	14	38.363	13.288	0	4.59	0.29	0
1893	8	2	0	42.608	13.002	0	4.55	0.17	1
1893	8	10	20	41.713	16.075	0	5.39	0.19	1
1893	10	20	20	44.376	10.13	0	4.04	0.20	0
1893	10	27	16	46.18	12.265	0	4.42	0.23	1
1894	2	9	12	45.584	11.14	0	4.74	0.13	1
1894	2	20	0	37.926	15.076	0	4.33	0.31	1
1894	3	16	3	36.829	11.943	0	4.40	0.46	0
1894	3	25	0	41.866	15.323	0	4.90	0.31	0
1894	5	28	20	39.995	16.036	0	5.01	0.11	1
1894	8	3	6	38.562	14.873	0	3.70	0.46	0
1894	8	7	12	37.654	15.109	0	3.19	0.31	0
1894	8	8	5	37.653	15.11	0	4.59	0.38	1
1894	10	29	3	42.018	12.911	0	4.12	0.43	0
1894	11	16	17	38.288	15.87	0	6.12	0.10	1
1894	11	27	5	45.563	10.123	0	4.89	0.10	1
1894	11	28	0	46.006	11.821	0	4.49	0.53	1
1894	12	12	11	43.551	10.309	0	4.16	0.46	0
1894	12	27	0	38.56	14.581	0	4.99	0.29	1
1895	1	11	22	46.1	14.5	0	4.86	0.46	1
1895	2	1	7	41.011	14.56	0	4.29	0.24	1
1895	2	27	15	46.099	12.453	0	4.31	0.24	1
1895	3	9	22	38.379	15.506	0	4.67	0.41	0
1895	3	18	13	44.327	7.415	0	4.00	0.37	0
1895	3	23	0	44.721	12.017	0	4.65	0.23	1
1895	3	25	21	41.489	13.822	0	4.16	0.46	0
1895	4	13	15	37.075	14.694	0	4.82	0.26	1
1895	4	14	20	46.125	14.514	0	5.98	0.10	1
1895	4	14	22	46.1	14.5	0	4.86	0.46	1
1895	4	14	22	46.05	14.5	0	4.63	0.46	1
1895	4	14	23	46.1	14.5	0	5.10	0.46	1
1895	4	14	23	46.1	14.5	0	4.63	0.46	1
1895	4	15	0	46.1	14.5	0	4.16	0.46	0
1895	4	15	2	46.1	14.5	0	4.63	0.46	1
1895	4	15	2	46.1	14.5	0	4.16	0.46	0
1895	4	15	3	46.1	14.5	0	4.40	0.46	1
1895	4	15	3	46.1	14.5	0	4.86	0.46	1
1895	4	15	3	46.1	14.5	0	4.16	0.46	0
1895	4	15	4	46.1	14.5	0	4.40	0.46	1
1895	4	15	5	46.05	14.5	0	4.63	0.46	1
1895	5	12	20	44.745	10.605	0	3.98	0.38	0
1895	5	18	19	43.703	11.264	0	5.50	0.10	1
1895	5	20	15	42.655	12.637	0	4.49	0.22	1
1895	5	25	12	45.008	11.96	0	3.98	0.56	0
1895	6	6	0	43.762	11.241	0	4.55	0.21	1
1895	6	10	1	45.943	12.073	0	4.85	0.17	1
1895	6	30	3	42.32	13.541	0	3.93	0.46	0
1895	7	19	9	40.297	15.913	0	4.21	0.33	1
1895	7	26	17	38.286	15.858	0	4.32	0.39	1
1895	7	30	10	44.669	11.942	0	4.47	0.40	1
1895	8	7	19	43.967	10.818	0	4.67	0.11	1
1895	8	9	17	42.54	15.015	0	5.11	0.10	0
1895	8	25	0	42.811	12.84	0	4.25	0.49	0
1895	9	4	13	44.027	11.818	0	4.77	0.38	1
1895	9	15	10	38.661	16.197	0	4.16	0.46	1
1895	10	12	2	45.764	10.809	0	4.16	0.46	1
1895	10	25	0	43.529	11.214	0	4.51	0.21	1
1895	10	25	12	43.268	13.676	0	4.16	0.46	0
1895	11	1	0	41.766	12.432	0	4.83	0.15	1
1895	11	2	7	45.649	11.155	0	4.33	0.39	1
1895	11	18	16	38.234	15.769	0	4.61	0.29	1
1895	12	25	4	43.903	8.059	0	4.18	0.55	0
1896	1	6	15	42.556	12.593	0	4.08	0.38	0
1896	1	6	17	45.734	10.788	0	3.70	0.46	0
1896	1	31	22	43.864	12.209	0	3.70	0.46	0
1896	3	18	20	37.619	15.138	0	2.91	0.30	0
1896	4	1	7	38.174	15.756	0	4.27	0.36	1
1896	4	5	21	46.15	13.75	0	4.16	0.46	0
1896	4	17	11	41.706	15.959	0	4.63	0.46	1
1896	7	2	0	36.977	14.889	0	3.99	0.50	0
1896	7	8	1	44.059	10.921	0	4.37	0.45	1
1896	9	17	14	38.211	16.039	0	4.38	0.34	1
1896	10	6	16	46.483	6.767	0	4.30	1.00	0
1896	10	16	0	43.77	8.735	0	4.91	0.18	0
1896	12	1	2	46.506	13.306	0	4.16	0.46	1
1896	12	8	17	44.202	10.817	0	4.33	0.52	1
1896	12	19	21	37.638	15.175	0	2.91	0.30	0
1897	1	17	20	46.15	14.63	0	4.16	0.46	0
1897	1	19	19	42.725	12.936	0	4.68	0.46	1
1897	1	22	22	46.08	14.47	0	4.40	0.46	1
1897	1	27	1	45.817	11.151	0	4.11	0.32	1
1897	2	2	0	46.18	14.5	0	4.63	0.46	1
1897	2	11	23	37.246	16.311	0	5.03	0.18	0
1897	2	20	6	47.3	11.45	0	4.63	0.46	1
1897	2	26	18	47.3	11.45	0	4.40	0.46	1
1897	3	1	8	43.158	12.602	0	4.86	0.46	1
1897	3	29	0	41.498	14.053	0	4.16	0.46	0
1897	4	4	22	46.18	14.5	0	4.16	0.46	0
1897	4	27	2	42.23	13.964	0	4.21	0.30	0
1897	5	15	13	38.412	13.278	0	4.52	0.33	0
1897	5	22	2	43.474	11.114	0	4.26	0.39	0
1897	5	28	22	36.991	18.487	0	5.46	0.11	0
1897	6	11	12	45.859	12.002	0	4.44	0.26	1
1897	6	17	11	41.692	13.419	0	4.16	0.46	0
1897	6	24	19	43.554	12.555	0	4.34	0.43	1
1897	7	6	20	44.417	8.652	0	4.22	0.25	0
1897	7	15	5	46.054	14.458	0	4.99	0.10	1
1897	7	27	9	43.636	10.655	0	4.27	0.29	0
1897	8	3	13	45.75	14.37	0	4.40	0.46	1
1897	9	3	0	46.18	14.5	0	4.16	0.46	0
1897	9	6	3	43.79	10.667	0	4.59	0.13	1
1897	9	12	0	43.003	12.643	0	4.19	0.60	0
1897	9	18	9	46.87	9.53	0	4.30	1.00	0
1897	9	21	0	43.706	12.966	0	5.40	0.23	1
1897	10	12	0	43.925	7.845	0	4.34	0.50	1
1897	10	28	10	43.018	13.496	0	4.16	0.35	0
1897	11	15	23	43.085	11.597	0	4.10	0.50	0
1897	11	22	7	46.23	14.58	0	4.16	0.46	0
1897	12	6	3	39.254	16.699	0	3.90	0.47	0
1897	12	10	18	46.12	14.45	0	4.16	0.46	0
1897	12	18	7	43.498	12.382	0	5.09	0.12	1
1898	1	16	13	44.657	11.821	0	4.59	0.17	1
1898	2	5	13	46.15	14.55	0	4.16	0.46	0
1898	2	20	4	46.105	13.478	0	5.12	0.10	1
1898	3	4	21	44.655	10.26	0	5.37	0.10	1
1898	3	9	11	44.657	11.821	0	4.59	0.37	1
1898	4	17	22	46.05	14.5	0	4.86	0.46	1
1898	4	21	5	39.114	16.358	0	3.93	0.46	0
1898	4	23	18	42.888	12.927	0	3.93	0.46	0
1898	5	6	13	46.6	7.68	0	4.80	0.50	1
1898	5	14	4	37.615	14.889	0	4.03	0.36	0
1898	6	27	23	42.414	12.903	0	5.50	0.10	1
1898	8	12	0	38.181	15.386	0	4.82	0.17	1
1898	8	25	16	42.895	12.994	0	5.03	0.37	1
1898	9	7	0	46.15	14.63	0	4.40	0.46	1
1898	9	12	14	42.908	12.975	0	5.48	0.39	1
1898	9	17	14	38.174	15.408	0	4.01	0.36	0
1898	11	3	5	37.259	14.546	0	4.51	0.21	1
1898	11	16	0	45.665	10.41	0	4.63	0.34	1
1898	11	22	23	43.653	12.316	0	3.93	0.46	0
1898	11	24	23	41.23	14.948	0	4.21	0.54	1
1898	11	27	1	43.132	13.139	0	4.39	0.32	1
1899	1	5	2	41.497	13.805	0	4.16	0.46	0
1899	1	18	20	46.18	14.5	0	4.40	0.46	1
1899	2	7	12	42.996	13.106	0	4.04	0.30	0
1899	2	16	2	46.13	14.47	0	4.16	0.46	0
1899	3	27	1	40.969	13.321	0	3.70	0.46	0
1899	4	21	0	42.8	12.928	0	3.96	0.37	0
1899	5	3	21	37.621	14.919	0	2.91	0.30	0
1899	5	30	7	47.31	10.49	0	3.93	0.46	0
1899	6	22	13	43.206	13.495	0	4.08	0.29	0
1899	6	26	23	43.958	11.117	0	5.02	0.11	1
1899	6	27	21	38.556	14.844	0	4.16	0.46	0
1899	7	2	4	37.656	15.171	0	3.19	0.31	0
1899	7	8	22	44.01	11.822	0	4.02	0.24	0
1899	7	19	13	41.798	12.686	0	5.10	0.14	1
1899	8	5	6	46.59	14.64	0	4.86	0.46	1
1899	8	16	0	41.143	15.337	0	4.57	0.32	1
1899	9	18	5	46.15	14.38	0	4.86	0.46	1
1899	9	23	22	37.628	15.139	0	2.91	0.30	0
1899	10	2	14	40.555	15.654	0	4.64	0.29	1
1899	10	30	15	45.78	11.195	0	4.27	0.60	1
1899	11	15	23	45.404	11.44	0	4.25	0.21	1
1900	1	29	4	42.279	13.972	0	4.08	0.40	1
1900	3	4	16	45.849	12.067	0	5.05	0.12	1
1900	4	5	22	44.391	7.413	0	4.30	0.28	1
1900	4	22	0	43.849	7.872	0	3.70	0.46	0
1900	5	1	13	46.91	13.54	0	4.16	0.46	1
1900	5	10	8	44.413	7.192	0	4.10	0.36	1
1900	5	18	1	46.458	6.812	0	3.93	0.46	1
1900	5	19	16	42.583	12.768	0	4.22	0.43	1
1900	8	10	4	42.781	13.733	0	4.28	0.56	1
1900	8	11	19	42.833	12.578	0	4.16	0.46	1
1900	8	16	21	45.416	7.502	0	4.16	0.46	1
1900	8	28	16	43.469	11.287	0	3.70	0.46	0
1900	12	9	4	46.2	13.65	0	4.16	0.46	1
1900	12	23	22	41.815	15.727	0	4.37	0.36	1
1900	12	29	0	41.744	13.575	0	4.06	0.33	0
1900	12	30	23	44.651	8.447	0	4.35	0.22	1
1901	1	10	7	44.616	8.442	0	3.70	0.46	0
1901	1	19	5	42.719	12.113	0	4.16	0.46	1
1901	1	20	6	44.908	11.093	0	3.68	0.37	0
1901	1	20	6	44.892	11.087	0	4.11	0.37	1
1901	1	23	0	45.034	8.998	0	4.23	0.16	1
1901	2	16	20	46.18	15.01	0	4.86	0.46	1
1901	3	29	7	45.178	7.101	0	4.28	0.53	1
1901	4	20	9	44.322	7.516	0	4.31	0.37	1
1901	4	24	14	42.1	12.736	0	5.25	0.23	1
1901	5	11	11	37.617	15.029	0	3.75	0.34	0
1901	5	11	18	37.614	15.026	0	3.19	0.31	0
1901	5	25	3	44.923	7.563	0	4.50	0.26	1
1901	6	19	12	42.546	12.232	0	4.40	0.46	1
1901	6	20	17	38.878	16.541	0	4.31	0.47	1
1901	7	12	14	46.13	14.5	0	4.16	0.46	1
1901	7	31	10	41.719	13.75	0	5.16	0.13	1
1901	8	4	6	42.736	12.737	0	4.16	0.46	1
1901	9	22	21	43.564	10.952	0	4.68	0.26	1
1901	9	25	23	43.877	12.879	0	4.23	0.54	1
1901	10	15	13	42.257	13.964	0	4.22	0.49	1
1901	10	30	14	45.584	10.49	0	5.44	0.10	1
1901	12	13	0	38.651	16.191	0	4.81	0.18	1
1902	1	10	19	45.67	14.22	0	4.40	0.46	1
1902	3	5	7	44.093	10.463	0	4.98	0.16	1
1902	3	11	15	41.808	12.681	0	3.93	0.46	0
1902	4	11	1	44.856	8.86	0	3.70	0.46	0
1902	6	14	14	42.833	12.578	0	4.16	0.46	1
1902	6	19	9	46.823	11.257	0	4.96	0.10	1
1902	6	27	16	43.643	11.832	0	4.46	0.35	1
1902	7	20	22	41.371	13.995	0	3.83	0.31	0
1902	8	4	22	44.113	10.28	0	4.78	0.16	1
1902	9	21	20	41.703	13.353	0	4.02	0.36	0
1902	10	11	18	45.82	13.63	0	4.16	0.46	1
1902	10	23	8	42.357	12.839	0	4.74	0.23	1
1902	11	21	9	45.036	7.073	0	4.16	0.46	1
1902	12	4	16	44.121	10.128	0	4.35	0.24	1
1902	12	16	12	41.021	14.617	0	4.16	0.46	1
1902	12	17	5	42.839	11.602	0	4.83	0.27	1
1903	1	31	23	47.13	10.12	0	4.16	0.46	1
1903	2	10	8	36.903	15.014	0	4.32	0.48	1
1903	2	16	19	46.03	14.23	0	4.86	0.46	1
1903	3	21	21	44.289	7.073	0	4.16	0.46	1
1903	4	4	1	43.819	8.337	0	4.45	0.42	1
1903	5	4	3	41.034	14.557	0	4.69	0.22	1
1903	5	21	15	46.32	14.22	0	4.16	0.46	1
1903	5	26	16	37.614	15.081	0	2.91	0.30	0
1903	5	26	21	42.402	12.86	0	3.93	0.46	0
1903	6	21	13	42.635	12.041	0	4.40	0.46	1
1903	7	13	8	37.154	14.575	0	4.14	0.34	0
1903	7	27	3	44.329	9.953	0	5.19	0.12	1
1903	8	22	15	45.65	14.22	0	4.16	0.46	1
1903	9	1	20	45.75	14.18	0	4.40	0.46	1
1903	9	1	20	45.75	14.18	0	4.40	0.46	1
1903	11	2	21	42.794	13.074	0	4.81	0.21	1
1903	11	20	9	37.646	15.108	0	3.47	0.33	0
1903	12	7	5	41.04	14.527	0	4.14	0.45	1
1903	12	7	19	41.124	14.854	0	3.93	0.46	0
1903	12	14	22	47.39	11.77	0	4.16	0.46	1
1904	1	16	16	44.456	8.493	0	4.01	0.27	1
1904	2	24	15	42.097	13.316	0	5.68	0.12	1
1904	2	25	0	42.076	13.319	0	4.56	0.34	1
1904	2	25	18	44.49	10.64	0	4.81	0.18	1
1904	3	3	18	42.032	13.426	0	4.32	0.34	1
1904	3	10	4	42.092	13.363	0	4.16	0.46	1
1904	3	20	5	42.078	13.352	0	3.93	0.46	0
1904	3	20	7	42.064	13.342	0	4.40	0.46	1
1904	3	29	8	42.092	13.363	0	4.40	0.46	1
1904	3	31	8	46.15	14.92	0	4.63	0.46	1
1904	4	8	8	41.706	15.728	0	4.75	0.32	1
1904	6	9	1	41.47	13.996	0	4.51	0.43	1
1904	6	10	11	44.2	10.842	0	4.82	0.17	1
1904	6	20	1	43.013	12.66	0	4.10	0.32	1
1904	7	12	5	44.922	6.661	0	5.08	0.32	1
1904	7	16	23	38.577	14.809	0	4.16	0.46	0
1904	7	18	20	41.204	14.847	0	4.50	0.40	1
1904	9	2	11	43.035	13.301	0	4.63	0.25	1
1904	9	7	11	42.979	11.383	0	4.31	0.60	1
1904	9	16	5	45.3	14.6	0	5.10	0.46	1
1904	9	24	9	42.943	12.703	0	4.24	0.56	1
1904	10	9	6	46.267	12.515	0	4.16	0.46	1
1904	11	2	15	41.932	13.918	0	4.54	0.30	1
1904	11	10	17	46.02	14.25	0	4.40	0.46	1
1904	11	15	19	43.881	7.718	0	4.16	0.46	1
1904	11	17	5	43.965	10.821	0	5.10	0.11	1
1904	11	25	21	46.03	14.22	0	4.16	0.46	1
1905	1	20	0	45.525	6.225	0	3.70	0.46	0
1905	2	3	19	46.25	13.75	0	4.40	0.46	1
1905	2	12	8	42.862	11.558	0	4.55	0.25	1
1905	2	24	5	47.3	11.67	0	4.63	0.46	1
1905	3	14	19	40.951	14.807	0	4.90	0.14	1
1905	4	2	17	46.42	13.75	0	4.16	0.46	1
1905	4	28	1	47.29	10.98	0	4.16	0.46	1
1905	4	28	1	47.3	11	0	4.16	0.46	1
1905	4	29	1	46.016	7.011	0	5.10	0.50	1
1905	5	30	4	44.435	7.646	0	4.65	0.11	1
1905	6	29	19	40.525	15.599	0	4.14	0.42	1
1905	8	13	10	45.971	6.992	0	4.90	0.14	1
1905	8	18	4	41.649	15.379	0	4.61	0.23	1
1905	8	25	20	42.019	14.026	0	5.15	0.20	1
1905	9	8	1	38.811	16	0	6.95	0.09	1
1905	9	16	3	47.13	10.12	0	4.16	0.46	1
1905	11	26	0	41.134	15.028	0	5.18	0.09	1
1905	11	30	22	43.158	13.22	0	3.70	0.46	0
1905	12	6	0	46.1	7	0	3.50	0.50	0
1905	12	9	21	42.843	12.701	0	4.24	0.37	1
1905	12	25	17	46.81	9.48	0	4.70	0.50	1
1905	12	26	0	46.88	9.43	0	4.70	0.50	1
1906	1	25	1	40.842	15.018	0	4.16	0.46	1
1906	1	28	8	47.13	10.27	0	4.16	0.46	1
1906	1	29	15	42.607	13.423	0	4.28	0.34	1
1906	2	5	3	46.08	14.55	0	4.16	0.46	1
1906	2	5	16	42.722	12.86	0	4.41	0.45	1
1906	2	21	20	41.752	12.684	0	4.08	0.28	1
1906	3	19	20	38.709	13.193	0	4.63	0.46	0
1906	3	22	19	38.015	15.13	0	4.16	0.46	0
1906	4	7	16	46.49	14.59	0	4.40	0.46	1
1906	4	21	6	43.446	11.137	0	4.30	0.22	1
1906	4	22	23	37.955	14.165	0	4.18	0.33	0
1906	5	1	0	46.4	14.28	0	4.16	0.46	1
1906	6	2	0	37.591	15.039	0	3.19	0.31	0
1906	6	3	19	46.464	13.02	0	4.38	0.35	1
1906	6	4	23	37.75	14.4	0	5.15	0.25	1
1906	6	10	1	38.806	15.235	0	3.93	0.46	0
1906	6	16	11	46.1	14.57	0	4.56	0.23	1
1906	7	1	0	42.384	13.141	0	4.29	0.27	1
1906	7	2	19	40.297	15.991	0	3.78	0.52	0
1906	7	14	18	44.734	8.88	0	4.16	0.46	1
1906	8	2	3	45.552	10.361	0	3.76	0.37	0
1906	8	11	9	43.787	7.9	0	4.41	0.12	1
1906	8	25	3	44.812	10.079	0	4.25	0.33	1
1906	9	11	19	37.989	13.677	0	5.02	0.43	1
1906	11	10	17	44.388	9.567	0	4.22	0.23	1
1906	11	20	14	37.764	15.056	0	2.91	0.30	0
1906	12	20	2	43.457	11.219	0	3.96	0.39	0
1907	1	21	3	38.021	13.552	0	4.14	0.28	0
1907	1	23	0	43.048	14.097	0	4.75	0.11	1
1907	3	3	10	40.892	12.965	0	4.40	0.46	1
1907	3	15	2	46.37	14.13	0	4.16	0.46	1
1907	3	20	13	41.579	14.528	0	4.38	0.45	1
1907	4	20	13	46.508	10.476	0	4.76	0.21	1
1907	4	24	21	37.633	13.637	0	4.40	0.46	1
1907	4	25	4	45.318	11.073	0	4.79	0.11	1
1907	5	10	4	46.13	14.6	0	3.93	0.46	1
1907	7	2	2	46.423	13.103	0	4.53	0.15	1
1907	7	10	3	41.889	14.065	0	3.93	0.46	0
1907	10	7	14	41.685	13.655	0	4.20	0.47	1
1907	10	23	20	38.086	15.985	0	5.96	0.08	1
1907	11	12	15	47.31	11.59	0	4.16	0.46	1
1907	12	7	21	37.632	15.134	0	4.03	0.36	0
1907	12	15	13	43.402	11.353	0	4.19	0.49	1
1907	12	18	19	40.845	14.892	0	4.52	0.19	1
1907	12	20	10	43.486	11.374	0	4.44	0.29	1
1907	12	22	5	41.88	14.066	0	4.16	0.46	1
1908	1	8	21	42.12	15.503	0	4.16	0.46	1
1908	1	16	10	42.338	13.368	0	4.12	0.40	1
1908	2	1	6	47.31	11.07	0	4.16	0.46	1
1908	2	3	13	45.56	11.176	0	4.32	0.34	1
1908	3	1	5	39.128	16.313	0	4.77	0.18	1
1908	3	1	14	45.68	14.2	0	4.40	0.46	1
1908	3	15	7	45.623	11.207	0	4.91	0.21	1
1908	3	17	3	43.129	13.339	0	4.61	0.29	1
1908	3	26	13	40.498	16.419	0	4.31	0.49	1
1908	4	8	0	45.95	14.7	0	4.16	0.46	1
1908	5	5	13	37.686	15.139	0	3.19	0.31	0
1908	5	9	4	44.344	9.312	0	3.83	0.28	0
1908	5	9	10	37.669	15.165	0	3.47	0.33	0
1908	5	24	8	45.464	8.074	0	4.10	0.28	1
1908	5	26	16	37.707	15.091	0	3.19	0.31	0
1908	6	2	22	44.264	10.823	0	4.50	0.18	1
1908	6	5	2	41.889	14.065	0	3.93	0.46	0
1908	6	26	13	43.322	11.45	0	4.36	0.58	1
1908	6	28	3	44.833	11.294	0	3.93	0.46	0
1908	6	30	5	38.56	14.581	0	4.40	0.46	1
1908	7	10	2	46.465	13.191	0	5.31	0.08	1
1908	7	10	6	46.417	13.167	0	4.84	0.15	1
1908	7	31	7	46.45	13.2	0	4.67	0.16	1
1908	8	15	9	37.907	14.337	0	5.08	0.43	1
1908	8	21	7	41.5	13.8	0	4.40	0.46	1
1908	9	16	20	41.752	15.715	0	3.72	0.47	0
1908	10	3	18	46.08	14.82	0	4.16	0.46	1
1908	10	6	22	41.659	13.752	0	4.57	0.61	1
1908	10	25	22	47.25	10.74	0	4.16	0.46	1
1908	11	5	16	38.071	16.014	0	4.58	0.31	1
1908	11	7	15	43.273	11.682	0	4.25	0.60	1
1908	11	16	16	43.156	13.597	0	3.70	0.46	0
1908	12	10	6	38.059	15.036	0	5.11	0.19	1
1908	12	18	5	47	12.54	0	4.40	0.46	1
1908	12	28	4	38.146	15.687	0	7.10	0.18	1
1909	1	2	1	37.231	14.52	0	5.33	0.46	1
1909	1	3	4	38.806	15.235	0	4.86	0.46	1
1909	1	11	1	41.584	13.772	0	4.16	0.46	1
1909	1	13	0	44.579	11.688	0	5.36	0.08	1
1909	1	20	19	40.178	18.031	0	4.51	0.22	1
1909	1	23	18	38.187	15.624	0	5.15	0.30	1
1909	2	6	8	42.562	12.647	0	4.16	0.46	1
1909	2	17	16	46.283	6.717	0	4.29	0.26	1
1909	3	16	15	42.442	13.393	0	4.03	0.39	0
1909	3	18	2	44.185	10.431	0	4.13	0.45	1
1909	5	12	2	47.15	10.75	0	4.16	0.46	1
1909	5	17	10	39.312	16.777	0	4.16	0.46	1
1909	5	27	6	43.908	8.076	0	4.34	0.36	1
1909	6	7	1	37.948	13.345	0	3.73	0.46	0
1909	7	1	6	38.147	15.601	0	5.49	0.36	1
1909	7	29	3	41.584	13.772	0	4.16	0.46	1
1909	8	25	0	43.15	11.403	0	5.34	0.08	1
1909	8	25	0	43.133	11.2	0	5.09	0.16	1
1909	8	31	13	41.937	12.412	0	4.15	0.17	1
1909	9	20	5	42.543	11.756	0	4.63	0.46	1
1909	10	1	1	42.736	12.737	0	4.40	0.46	1
1909	10	5	1	44.881	7.174	0	4.25	0.33	1
1909	10	21	5	37.652	15.162	0	3.19	0.31	0
1909	10	21	16	37.655	15.162	0	3.75	0.34	0
1909	10	28	2	45.5	14.3	0	4.16	0.46	1
1909	11	8	23	38.353	16.081	0	3.93	0.46	0
1909	11	20	12	38.203	15.596	0	3.46	0.46	0
1909	11	20	20	38.22	15.638	0	3.70	0.46	0
1909	12	3	6	40.843	15.37	0	3.96	0.50	0
1909	12	3	11	37.897	13.096	0	3.70	0.46	0
1909	12	24	18	45.571	10.348	0	4.17	0.34	1
1910	1	22	20	45.022	11.176	0	4.02	0.37	0
1910	1	23	1	44.857	9.659	0	4.39	0.17	1
1910	1	25	8	38.453	13.259	0	4.48	0.42	0
1910	2	17	13	38.709	13.193	0	4.16	0.46	0
1910	2	22	15	42.092	13.363	0	4.16	0.46	1
1910	3	6	22	42.63	13.105	0	3.93	0.46	0
1910	3	22	23	44.821	11.162	0	4.16	0.46	1
1910	3	23	1	37.74	14.997	0	3.19	0.31	0
1910	3	31	18	38.947	16.509	0	3.93	0.46	0
1910	4	5	19	45.836	12.964	0	4.12	0.45	1
1910	5	28	1	40.132	16.132	0	3.84	0.34	0
1910	6	7	2	40.898	15.421	0	5.76	0.08	1
1910	6	8	11	37.87	14.162	0	3.90	0.49	0
1910	6	13	23	38.009	15.785	0	4.36	0.43	1
1910	6	29	13	42.742	12.929	0	4.93	0.28	1
1910	7	3	3	37.722	15.153	0	2.91	0.30	0
1910	7	13	8	47.32	10.84	0	5.10	0.46	1
